medicineID	medicineName	medicineType	dosageType	drugRoute	company	drug	dosages	activeIngredientUnit	pharmacologicalClasses	category
2102	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Decatur Memorial Hospital	FLUDEOXYGLUCOSE F-18	20	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2103	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Washington University School of Medicine	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2104	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Children's Hospital of Michigan	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2105	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Massachusetts General Hospital	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2106	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"Hamamatsu/Queenãs PET Imaging Center, LLC"	FLUDEOXYGLUCOSE F-18	100	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2107	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"University of California, Los Angeles"	FLUDEOXYGLUCOSE F-18	40	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2108	Fludeoxyglucose F 18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"Hot Shots NM, LLC dba Midwest Positron Technology, LC"	FLUDEOXYGLUCOSE F-18	500	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2109	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	THE FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	FLUDEOXYGLUCOSE F-18	400	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2110	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	Biomedical Research Foundation of Northwest Louisiana	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2111	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	SOFIE Co. dba SOFIE	FLUDEOXYGLUCOSE F-18	500	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2112	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	The University of Texas MD Anderson Cancer Center	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2113	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	Kreitchman PET Center	FLUDEOXYGLUCOSE F-18	100	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2114	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	MIPS Cyclotron & Radiochemistry Facility	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2115	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	The Regents of the University of Michigan	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2116	Fludeoxyglucose F18	Intravenous Fluid	INJECTION	INTRAVENOUS	3D Imaging Drug Design and Development LLC	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2117	Fludeoxyglucose F18 	Intravenous Fluid	INJECTION	INTRAVENOUS	UCSF Radiopharmaceutical Facility	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2118	Fludeoxyglucose F18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Biomedical Research Foundation of Northwest Louisiana	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2119	Fludeoxyglucose F18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Wisconsin Medical Cyclotron LLC	FLUDEOXYGLUCOSE F-18	500	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2120	Fludeoxyglucose F18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Essential Isotopes LLC	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2121	Fludeoxyglucose F18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Memorial Sloan Kettering Cancer Center	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2122	Fludeoxyglucose F18 	Intravenous Fluid	INJECTION	INTRAVENOUS	The Methodist Hospital Research Institute	FLUDEOXYGLUCOSE F-18	0.3	Ci/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2123	Fludeoxyglucose F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"Lantheus Medical Imaging, Inc."	FLUDEOXYGLUCOSE F-18	200	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2124	Fludeoxyglucose F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"Shertech Laboratories, LLC"	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2125	FLUDEOXYGLUCOSE F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"BRIGHAM AND WOMEN`S HOSPITAL, INC., THE"	FLUDEOXYGLUCOSE F-18	300	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2126	Fludeoxyglucose F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Trustees of the University of Pennsylvania	FLUDEOXYGLUCOSE F-18	200	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2127	Fludeoxyglucose F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	Precision Nuclear LLC	FLUDEOXYGLUCOSE F-18	500	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2128	Fludeoxyglucose F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"Cardinal Health 414, LLC"	FLUDEOXYGLUCOSE F-18	500	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2129	Fludeoxyglucose F-18 	Intravenous Fluid	INJECTION	INTRAVENOUS	"University of Texas Southwestern Medical Center, The"	FLUDEOXYGLUCOSE F-18	200	mCi/mL	"Radioactive Diagnostic Agent [EPC],Radiopharmaceutical Activity [MoA]"	HUMAN PRESCRIPTION DRUG
2130	Fluoxetine 	Antidepressants	TABLET	ORAL	"Teva Pharmaceuticals USA, Inc."	FLUOXETINE HYDROCHLORIDE	20;60;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2131	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Teva Pharmaceuticals USA, Inc."	FLUOXETINE HYDROCHLORIDE	40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2132	Fluoxetine 	Antidepressants	SOLUTION	ORAL	"Pharmaceutical Associates, Inc."	FLUOXETINE HYDROCHLORIDE	20	mg/5mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2133	Fluoxetine 	Antidepressants	TABLET	ORAL	Mylan Pharmaceuticals Inc.	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2134	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"NCS HealthCare of KY, Inc dba Vangard Labs"	FLUOXETINE HYDROCHLORIDE	20;10;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2135	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Major Pharmaceuticals	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2136	Fluoxetine 	Antidepressants	TABLET	ORAL	TORRENT PHARMACEUTICALS LIMITED	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2137	Fluoxetine 	Antidepressants	TABLET	ORAL	NorthStar Rx LLC	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2138	Fluoxetine 	Antidepressants	CAPSULE	ORAL	NorthStar RxLLC	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2139	Fluoxetine 	Antidepressants	CAPSULE	ORAL	NorthStar Rx LLC	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2140	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Lake Erie Medical DBA Quality Care Products LLC	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2141	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"AvKARE, Inc."	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2142	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Vensun Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2143	Fluoxetine 	Antidepressants	CAPSULE	ORAL	QPharma Inc	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2144	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"PD-Rx Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	40;10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2145	Fluoxetine 	Antidepressants	TABLET	ORAL	Dr.Reddy's Laboratories Inc.	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2146	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Alembic Pharmaceuticals Limited	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2147	Fluoxetine 	Antidepressants	TABLET	ORAL	"Par Pharmaceutical, Inc."	FLUOXETINE HYDROCHLORIDE	60	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2148	FLUOXETINE 	Antidepressants	CAPSULE	ORAL	"Par Pharmaceutical, Inc."	FLUOXETINE HYDROCHLORIDE	40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2149	Fluoxetine 	Antidepressants	CAPSULE	ORAL	A-S Medication Solutions	FLUOXETINE HYDROCHLORIDE	20;40;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2150	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Teva Pharmaceuticals USA, Inc."	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2151	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"ScieGen Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2152	Fluoxetine 	Antidepressants	TABLET	ORAL	"ScieGen Pharmaceuticals, Inc"	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2153	Fluoxetine 	Antidepressants	TABLET	ORAL	"ScieGen Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	60	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2154	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Unit Dose Services	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2155	Fluoxetine 	Antidepressants	TABLET	ORAL	Golden State Medical Supply	FLUOXETINE HYDROCHLORIDE	60	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2156	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Northwind Pharmaceuticals	FLUOXETINE HYDROCHLORIDE	20;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2157	Fluoxetine 	Antidepressants	LIQUID	ORAL	"Lannett Company, Inc."	FLUOXETINE HYDROCHLORIDE	20	mg/5mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2158	Fluoxetine 	Antidepressants	TABLET	ORAL	Dr.Reddy's Laboratories Limited	FLUOXETINE HYDROCHLORIDE	10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2159	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Cardinal Health	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2160	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"PD-Rx Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2161	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Lake Erie Medical DBA Quality Care Products LLC	FLUOXETINE HYDROCHLORIDE	10;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2162	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Quality Care Products, LLC"	FLUOXETINE HYDROCHLORIDE	40;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2163	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Clinical Solutions Wholesale, LLC"	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2164	Fluoxetine 	Antidepressants	TABLET	ORAL	Aurobindo Pharma Limited	FLUOXETINE HYDROCHLORIDE	10;20;60	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2165	Fluoxetine 	Antidepressants	LIQUID	ORAL	American Health Packaging	FLUOXETINE HYDROCHLORIDE	20	mg/5mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2166	Fluoxetine 	Antidepressants	CAPSULE	ORAL	St Mary's Medical Park Pharmacy	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2167	Fluoxetine 	Antidepressants	CAPSULE	ORAL	St. Mary's Medical Park Pharmacy	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2168	Fluoxetine 	Antidepressants	CAPSULE	ORAL	St. Maryãs Medical Park Pharmacy	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2169	FLUOXETINE 	Antidepressants	CAPSULE	ORAL	Direct_Rx	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2170	FLUOXETINE 	Antidepressants	CAPSULE	ORAL	DIRECT RX	FLUOXETINE HYDROCHLORIDE	40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2171	FLUOXETINE 	Antidepressants	CAPSULE	ORAL	Direct_Rx	FLUOXETINE HYDROCHLORIDE	40;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2172	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Alembic Pharmaceuticals Inc.	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2173	Fluoxetine 	Antidepressants	TABLET	ORAL	Alembic Pharmaceuticals Inc.	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN OTC DRUG
2174	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Proficient Rx LP	FLUOXETINE HYDROCHLORIDE	20;10;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2175	Fluoxetine 	Antidepressants	TABLET	ORAL	Proficient Rx LP	FLUOXETINE HYDROCHLORIDE	10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2176	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Proficient Rx LP	FLUOXETINE HYDROCHLORIDE	10;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2177	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Sun Pharmaceutical Industries, Inc."	FLUOXETINE HYDROCHLORIDE	40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2178	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Bryant Ranch Prepack	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2179	Fluoxetine 	Antidepressants	TABLET	ORAL	Bryant Ranch Prepack	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2180	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Bryant Ranch Prepack	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2181	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Aurobindo Pharma Limited	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2182	Fluoxetine 	Antidepressants	SOLUTION	ORAL	Aurobindo Pharma Limited	FLUOXETINE HYDROCHLORIDE	20	mg/5mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2183	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2184	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"NuCare Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2185	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Contract Pharmacy Services-PA	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2186	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"RedPharm Drug, Inc."	FLUOXETINE HYDROCHLORIDE	20;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2187	Fluoxetine 	Antidepressants	CAPSULE	ORAL	BluePoint Laboratories	FLUOXETINE HYDROCHLORIDE	40;10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2188	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	FLUOXETINE HYDROCHLORIDE	10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2189	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"NuCare Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2190	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	FLUOXETINE HYDROCHLORIDE	20;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2191	Fluoxetine 	Antidepressants	CAPSULE	ORAL	American Health Packaging	FLUOXETINE HYDROCHLORIDE	40;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2192	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Legacy Pharmaceutical Packaging, LLC"	FLUOXETINE HYDROCHLORIDE	20;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2193	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Preferred Pharmaceuticals Inc.	FLUOXETINE HYDROCHLORIDE	40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2194	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Preferred Pharmaceuticals, Inc."	FLUOXETINE HYDROCHLORIDE	40;10;20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2195	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Westminster Pharmaceuticals, LLC"	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2196	Fluoxetine 	Antidepressants	CAPSULE	ORAL	REMEDYREPACK INC.	FLUOXETINE HYDROCHLORIDE	10;20;40	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2197	Fluoxetine 	Antidepressants	TABLET	ORAL	REMEDYREPACK INC.	FLUOXETINE HYDROCHLORIDE	20	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2198	Fluoxetine 	Antidepressants	CAPSULE	ORAL	REMEDYREPACK INC.	FLUOXETINE HYDROCHLORIDE	10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2199	Fluoxetine 	Antidepressants	CAPSULE	ORAL	"Denton Pharma, Inc. dba Northwind Pharmaceuticals"	FLUOXETINE HYDROCHLORIDE	20;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
2200	Fluoxetine 	Antidepressants	CAPSULE	ORAL	Proficient Rx LP	FLUOXETINE HYDROCHLORIDE	20;40;10	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
